country_id	party	party_id	cee	ches_id	family	cmp_id	parlgov_id	manichean	indivisble	generalwill	peoplecentrism	antielitism	complex	emotional	lroverall	lrecon	immigration	eu	nativism	laworder	lifestyle	intradem	personalised	nr_experts	mean_expert_response	populism
13.0	"KA"	1310.0	0		5			4.0	4.0	3.5	4.0	2.5	7.0	5.0	5.0	5.0	6.0	9.0	3.0	4.0	7.0	6.5	6.0	13.0	12.5	2.4558904
14.0	"Fidesz"	1401.0	1	2302	2	86421	437	10.0	9.0	10.0	7.0	7.0	2.0	10.0	9.0	3.5	0.0	3.0	9.5	9.5	0.0	1.0	10.0	14.0	13.5625	8.869065
14.0	"MSZP"	1402.0	1	2301	5	86220	1591	3.5	4.0	4.5	5.0	3.5	6.0	5.0	3.5	5.0	5.0	8.0	2.0	3.5	5.0	6.0	5.0	14.0	13.4375	3.1797194
14.0	"Jobbik"	1403.0	1	2308	1	86710	600	7.5	7.0	7.0	7.0	7.5	3.0	8.0	9.0	3.0	0.0	3.0	9.5	8.5	1.5	4.0	7.0	14.0	13.4375	6.9200387
14.0	"LMP"	1404.0	1	2309	7	86110	403	5.0	3.0	4.0	5.5	5.5	6.0	5.0	5.0	4.0	5.0	7.5	3.0	2.5	7.0	7.0	5.0	14.0	13.5	3.7480738
14.0	"DK"	1405.0	1	2311	5	86221	1970	6.0	3.0	4.0	4.0	2.0	5.0	6.0	4.0	5.0	6.0	9.0	1.0	2.0	7.0	4.0	8.5	14.0	12.75	2.8296554
14.0	"Egyutt"	1406.0	1	2310	9		2318	4.0	2.0	3.0	4.0	2.5	7.0	5.0	4.0	5.5	6.0	9.0	1.0	2.0	8.0	8.0	5.0	14.0	11.5625	1.9415504
14.0	"Parbeszed"	1407.0	1	2312	7		2349	4.0	2.0	3.0	4.0	3.0	7.0	5.0	3.0	4.0	6.0	9.0	1.0	2.0	8.0	8.0	4.0	14.0	10.9375	2.0617838
15.0	"FG"	1501.0	0	702	4	53520	1393	3.0	3.0	4.0	3.5	2.5	6.5	5.0	6.5	7.0	5.0	8.0	3.0	6.0	5.5	6.0	7.0	10.0	9.875	2.1651137
15.0	"FF"	1502.0	0	701	2	53620	280	3.0	4.0	5.0	4.5	4.0	6.0	5.0	5.5	5.0	5.0	7.0	4.5	6.0	3.5	6.0	7.0	10.0	9.875	3.2816699
15.0	"SF"	1503.0	0	707	8	53951	2217	7.0	5.0	6.0	7.0	8.0	3.5	7.5	3.5	3.0	5.5	4.0	5.0	4.0	6.0	3.0	8.0	10.0	9.75	6.214948
15.0	"Lab"	1504.0	0	703	5	53320	318	3.5	2.0	4.0	4.5	5.0	6.0	5.0	4.0	4.0	6.0	7.0	3.0	4.0	8.0	7.0	6.0	10.0	9.8125	2.9245672
