expert_id	country_id	nr_experts	party	party_id	intradem	personalised	manichean	indivisble	generalwill	peoplecentrism	antielitism	complex	emotional	lroverall	lrecon	immigration	eu	nativism	laworder	lifestyle	gender	accuracy	self_leftright	discipline	expertise
8006.0	8.0	11.0	"LA"	805.0	2	8	6	3	1	5	5	1	4	8	9	5	4	5	5	9	0	6	9	1	"6,9,15"
8007.0	8.0	11.0	"LA"	805.0	6	9	10	5	3	4	7	3	6	10	10	8	4	3	3	10	0	6	7	1	"1,5,8"
8008.0	8.0	11.0	"LA"	805.0	5	8	3	5	4	3	2	7	3	7	8	4	5	5	4	6	1	7	4	1	"2,3,4,10"
8009.0	8.0	11.0	"LA"	805.0	3	7	8	1	4	6	5	7	5	7	5	6	5		3	5	0	5	8	1	"1,4,8,9"
8010.0	8.0	11.0	"LA"	805.0	4	7	8	3	4	3	4	3	5	8	8	6	3	1	3	8	0	6	5	1	"1,4,9,15"
8011.0	8.0	11.0	"LA"	805.0	2	7	4	3	2	5	5			8	8	3	5	4	3	9	0	8	5	1	"4"
8001.0	8.0	11.0	"A"	806.0	10	8	8	2		6	6	4	7	2	1	9	4	1	1	9	0	8	4	3	"2,4,7,13"
8002.0	8.0	11.0	"A"	806.0	8	7	10	1	1	5	8	3	10	1	1	9	7	0	1	10	0	8	8	1	"1,4,6"
8003.0	8.0	11.0	"A"	806.0	6	6					8		7	3	3	4	5	4	4	5	0	5	4	1	"1"
8004.0	8.0	11.0	"A"	806.0	8	4		3	3	6	5			2	4	9		2	2	8	0	6	6	1	"4"
8005.0	8.0	11.0	"A"	806.0	7	5	8	2	2	3	4	5	7	2	3	9	5	0	0	10	0	8	7	1	"1"
8006.0	8.0	11.0	"A"	806.0	4	9	9					2	10	1	1	10	7	0	0	10	0	6	9	1	"6,9,15"
8007.0	8.0	11.0	"A"	806.0	10	10	4	1	4	1	0	0	2	1	0	10	5	0	0	10	0	6	7	1	"1,5,8"
8008.0	8.0	11.0	"A"	806.0	8	6	2	2	2	2	4	6	5	4	6	9	9	2	1	10	1	7	4	1	"2,3,4,10"
8009.0	8.0	11.0	"A"	806.0	2	7	10		7	2	1	2	10	0	0	8	7		4	10	0	5	8	1	"1,4,8,9"
8010.0	8.0	11.0	"A"	806.0	8	4	4	3	3	3	4	6	7	3	4	6	6	2	3	9	0	6	5	1	"1,4,9,15"
8011.0	8.0	11.0	"A"	806.0	9	5	3		2	5	6			2	3	7		0	2	10	0	8	5	1	"4"
8001.0	8.0	11.0	"B"	807.0	8	7	5	3		7	1	6	7	5	6	8	9	3	2	10	0	8	4	3	"2,4,7,13"
8002.0	8.0	11.0	"B"	807.0	5	6	10	1	1	0	0	8	1	4	6	10	10	0	1	10	0	8	8	1	"1,4,6"
8003.0	8.0	11.0	"B"	807.0	6	5					7		5	6	7	4	6	5	4	5	0	5	4	1	"1"
8004.0	8.0	11.0	"B"	807.0	6	4	6	3	3	3	0			4	6	9	9	1	2	8	0	6	6	1	"4"
8005.0	8.0	11.0	"B"	807.0	6	5	5	1	1	2	3	10	1	5	6	7	9	2	2	7	0	8	7	1	"1"
8006.0	8.0	11.0	"B"	807.0	4	7	8	2	2	0	0	1	7	5	5	10	10	0	2	10	0	6	9	1	"6,9,15"
8007.0	8.0	11.0	"B"	807.0	8	6	4	4	5	0	4	8	4	3	6	10	10	3	4	10	0	6	7	1	"1,5,8"
8008.0	8.0	11.0	"B"	807.0	7	6	2	2	2	2	2	5	5	6	6	10	9	1	2	9	1	7	4	1	"2,3,4,10"
8009.0	8.0	11.0	"B"	807.0	5	4	8		7	1	0	8	5	4	3	8	10		4	7	0	5	8	1	"1,4,8,9"
8010.0	8.0	11.0	"B"	807.0	4	7	4	3	3	3	3	8	4	5	5	6	8	2	3	7	0	6	5	1	"1,4,9,15"
8011.0	8.0	11.0	"B"	807.0	6	5	3	2	2	4	4			6	6	7	8	0	3	9	0	8	5	1	"4"
8001.0	8.0	11.0	"F"	808.0	8	7	8	3		5	5	4	7	3	2	6	5	4	4	7	0	8	4	3	"2,4,7,13"
8002.0	8.0	11.0	"F"	808.0	7	2	7	1	3	2	6	6	3	3	2	5	7	3	3	8	0	8	8	1	"1,4,6"
8003.0	8.0	11.0	"F"	808.0	6	5					7		5	4	4	5	5	5	4	5	0	5	4	1	"1"
8004.0	8.0	11.0	"F"	808.0	5	4		3	3	4	5			2	2	5	4	4	4	6	0	6	6	1	"4"
8005.0	8.0	11.0	"F"	808.0	8	5	6	4	4	4	4	5	6	3	2	6	6	3	3	7	0	8	7	1	"1"
8006.0	8.0	11.0	"F"	808.0	6	6	7		5	4	3	5	4	3	2	6	9	1	4	10	0	6	9	1	"6,9,15"
8007.0	8.0	11.0	"F"	808.0	9	5	6	4	5	1	6	7	7	2	2	9	7	4	2	8	0	6	7	1	"1,5,8"
8008.0	8.0	11.0	"F"	808.0	7	5	2	3	4	3	5	4	5	3	2	8	5	3	3	9	1	7	4	1	"2,3,4,10"
8009.0	8.0	11.0	"F"	808.0	4	5	7		7	2	0	7	7	1	2	6	8		5	7	0	5	8	1	"1,4,8,9"
8010.0	8.0	11.0	"F"	808.0	7	4	7	3	3	4	6	7	6	3	3	5	6	3	3	7	0	6	5	1	"1,4,9,15"
8011.0	8.0	11.0	"F"	808.0	7	5	3	2	2	5	5			2	3	5	5	2	4	9	0	8	5	1	"4"
8001.0	8.0	11.0	"C"	809.0	7	7	8	6		4	1	5	6	6	6	4	6	7	8	5	0	8	4	3	"2,4,7,13"
8002.0	8.0	11.0	"C"	809.0	3	6	3	1	6	2	2	6	3	7	8	4	7	6	7	3	0	8	8	1	"1,4,6"
8003.0	8.0	11.0	"C"	809.0	5	5					7		5	8	7	7	6	7	8	4	0	5	4	1	"1"
8004.0	8.0	11.0	"C"	809.0	4	4	5	4	5	2	2			7	8	3	8	6	8	3	0	6	6	1	"4"
8005.0	8.0	11.0	"C"	809.0	6	6	6	2	2	3	2	7	6	8	7	3	7	7	8	3	0	8	7	1	"1"
8006.0	8.0	11.0	"C"	809.0	5	6	5	4	7	5	3	1	4	8	8	4	6	5	8	8	0	6	9	1	"6,9,15"
8007.0	8.0	11.0	"C"	809.0	8	7	8	8	7	7	7	6	8	8	6	4	6	7	9	9	0	6	7	1	"1,5,8"
8008.0	8.0	11.0	"C"	809.0	4	5	5	6	6	5	3	3	5	8	7	3	8	7	7	2	1	7	4	1	"2,3,4,10"
8009.0	8.0	11.0	"C"	809.0	2	8	6		7	3	1	5	5	5	4	5	7		6	6	0	5	8	1	"1,4,8,9"
8010.0	8.0	11.0	"C"	809.0	4	7	7	6	7	6	3	6	6	7	7	4	6	8	7	4	0	6	5	1	"1,4,9,15"
8011.0	8.0	11.0	"C"	809.0	4	5	3	4	2	5	4			8	8	3	7	5	7	7	0	8	5	1	"4"
8001.0	8.0	11.0	"D"	810.0																	0	8	4	3	"2,4,7,13"
8002.0	8.0	11.0	"D"	810.0		10	9		7	8	8		9	9	9	0	1	10	9	1	0	8	8	1	"1,4,6"
8003.0	8.0	11.0	"D"	810.0		6					7		7	9		9		8	8		0	5	4	1	"1"
8004.0	8.0	11.0	"D"	810.0		8	6	6	6					10	9	0	1	10	10	3	0	6	6	1	"4"
8005.0	8.0	11.0	"D"	810.0	5	8	7	7		4	5	3	9	9	8	0	3	9	10	3	0	8	7	1	"1"
8006.0	8.0	11.0	"D"	810.0		10	9	7	8	9	8	0	9	10	10	2	0	9	9	5	0	6	9	1	"6,9,15"
8007.0	8.0	11.0	"D"	810.0	3	8	10	10	8	10	10	0	10	10	10	0	6	10	10	4	0	6	7	1	"1,5,8"
8008.0	8.0	11.0	"D"	810.0	0	10	10	10	10	10	10		8	10		0	1	10	10	0	1	7	4	1	"2,3,4,10"
8009.0	8.0	11.0	"D"	810.0		6			7	6	5		9	6	4	1	4		7	4	0	5	8	1	"1,4,8,9"
8010.0	8.0	11.0	"D"	810.0	3	8	8	7	9	8	8	3	8	9	9	1	1	9	9	1	0	6	5	1	"1,4,9,15"
8011.0	8.0	11.0	"D"	810.0		8	5							10	10	0		10	9		0	8	5	1	"4"
9001.0	9.0	10.0	"Ref"	901.0	7	6	6	7	3	2	1	7	3	8	9	3	8	7	4	8	0	7	5	1	"3"
9002.0	9.0	10.0	"Ref"	901.0	6	5	6	3	3	0	0	8	7	7	10	7	10	3	2	10	0	8	5	1	"5,11"
9003.0	9.0	10.0	"Ref"	901.0	4	9	8	6	6	1	0	5	9	8	10	6	9	4	4	7	1	8	4	2	"6,7,15"
9004.0	9.0	10.0	"Ref"	901.0	2	7	6	6	6	1	0	8	6	7	8	5	9	4	8	6	1	7	3	1	"4,7"
9005.0	9.0	10.0	"Ref"	901.0	3	6	5	3	3	6	3	7	6	7	8	4	9	5	3	5	1	7	4	1	"2,13,15"
9006.0	9.0	10.0	"Ref"	901.0	6	7	3	3	4	1	0	7	4	7	9	3	10	6	7	8	0	7	6	1	"1,4"
9007.0	9.0	10.0	"Ref"	901.0	8	6	8	6	7	3	1	8	8	8	6	9	10	1	1	9	0	8	4	1	"4,15"
9008.0	9.0	10.0	"Ref"	901.0	8	7	6	2	2	5	1	10	2	7	8	5	9	5	1	8	0	9	8	1	"1,6,7"
9009.0	9.0	10.0	"Ref"	901.0	6	3	8	2	2	1	0	8	8	7	6	6	10	6	2	6	0	7	3	1	"1,2,3,4,5"
9010.0	9.0	10.0	"Ref"	901.0	7	7	3	5	4	3	3	6	4	7	8	4	8	6	5	3	0	7	5	1	"1,2,3,5,7"
9001.0	9.0	10.0	"K"	902.0	4	8	3	2	6	5	7	6	5	3	3	3	6	2	6	3	0	7	5	1	"3"
9002.0	9.0	10.0	"K"	902.0	5	6	6	5	6	0	2	7	7	4	3	6	8	2	4	3	0	8	5	1	"5,11"
9003.0	9.0	10.0	"K"	902.0	4	8	6	3	5	7	7	4	5	3	3	4	4	3	5	6	1	8	4	2	"6,7,15"
9004.0	9.0	10.0	"K"	902.0	2	7	6	7	6	1	1	7	7	5	5	4	6	3	6	3	1	7	3	1	"4,7"
9005.0	9.0	10.0	"K"	902.0	4	6	3	6	5	7	6	6	5	4	4	4	7	2	4	6	1	7	4	1	"2,13,15"
9006.0	9.0	10.0	"K"	902.0	6	8	6	4	5	5	1	5	5	4	3	3	6	2	6	3	0	7	6	1	"1,4"
9007.0	9.0	10.0	"K"	902.0	5	8	9	4	9	5	3	5	9	4	3	7	7	4	4	6	0	8	4	1	"4,15"
9008.0	9.0	10.0	"K"	902.0	7	8	4	3	2	6	7	5	5	2	3	5	5	3	5	3	0	9	8	1	"1,6,7"
9009.0	9.0	10.0	"K"	902.0	5	4	4	6	6	6	4	7	8	4	4	4	7	7	6	3	0	7	3	1	"1,2,3,4,5"
9010.0	9.0	10.0	"K"	902.0	7	8	4	7	8	7	6	3	7	4	3	4	8	6	5	3	0	7	5	1	"1,2,3,5,7"
9001.0	9.0	10.0	"SDE"	903.0	7	6	4	2	5	3	1	8	3	2	2	3	9	2	3	9	0	7	5	1	"3"
9002.0	9.0	10.0	"SDE"	903.0	8	5	9	2	2	0	0	10	5	4	3	8	10	2	0	10	0	8	5	1	"5,11"
9003.0	9.0	10.0	"SDE"	903.0	3	7	4	3	4	7	6	6	4	4	5	5	6	3	6	5	1	8	4	2	"6,7,15"
9004.0	9.0	10.0	"SDE"	903.0	9	5	3	3	4	3	3	9	5	3	4	9	9	1	1	9	1	7	3	1	"4,7"
9005.0	9.0	10.0	"SDE"	903.0	5	6	5	3	3	5	2	7	4	4	4	4	9	2	3	3	1	7	4	1	"2,13,15"
9006.0	9.0	10.0	"SDE"	903.0	5	9	6	5	6	3	2	9	3	3	2	4	9	3	3	8	0	7	6	1	"1,4"
9007.0	9.0	10.0	"SDE"	903.0	8	6	5	9	4	4	2	6	6	3	2	10	9	1	1	10	0	8	4	1	"4,15"
9008.0	9.0	10.0	"SDE"	903.0	9	6	4	2	2	6	4	8	4	3	4	7	10	4	3	7	0	9	8	1	"1,6,7"
9009.0	9.0	10.0	"SDE"	903.0	8	6	6	2	3	3	1	9	2	4	3	7	10	2	1	9	0	7	3	1	"1,2,3,4,5"
9010.0	9.0	10.0	"SDE"	903.0	8	7	2	7	6	6	5	4	6	4	3	6	8	2	2	8	0	7	5	1	"1,2,3,5,7"
9001.0	9.0	10.0	"IRL"	904.0	8	5	7	8	8	4	2	6	7	7	8	1	8	9	8	1	0	7	5	1	"3"
9002.0	9.0	10.0	"IRL"	904.0	7	5	8	7	7	0	1	6	6	9	8	5	9	8	8	0	0	8	5	1	"5,11"
9003.0	9.0	10.0	"IRL"	904.0	3	5	6	3	5	4	7	6	7	6	6	3	7	8	6	3	1	8	4	2	"6,7,15"
9004.0	9.0	10.0	"IRL"	904.0	7	5	4	5	4	3	2	8	5	8	7	3	7	7	8	2	1	7	3	1	"4,7"
9005.0	9.0	10.0	"IRL"	904.0	5	4	4	5	4	6	3	7	4	6	6	3	9	5	4	6	1	7	4	1	"2,13,15"
9006.0	9.0	10.0	"IRL"	904.0	6	7	5	4	4	3	3	6	5	7	7	2	7	8	7	3	0	7	6	1	"1,4"
9007.0	9.0	10.0	"IRL"	904.0	6	9	8	4	9	6	3	6	8	9	7	3	8	7	8	2	0	8	4	1	"4,15"
9008.0	9.0	10.0	"IRL"	904.0	7	6	6	5	3	5	4	7	5	6	6	4	9	6	3	4	0	9	8	1	"1,6,7"
9009.0	9.0	10.0	"IRL"	904.0	2	3	7	7	5	1	0	8	6	6	6	3	10	8	7	2	0	7	3	1	"1,2,3,4,5"
9010.0	9.0	10.0	"IRL"	904.0	6	6	3	3	3	4	3	4	6	8	8	3	6	6	6	3	0	7	5	1	"1,2,3,5,7"
9001.0	9.0	10.0	"EVA"	905.0	10	3	2	2	3	9	7	4	2	7	8	3	7	7	2	5	0	7	5	1	"3"
9002.0	9.0	10.0	"EVA"	905.0	8	3	3	8	6	9	9	5	8	8	8	6	8	6	6	4	0	8	5	1	"5,11"
9003.0	9.0	10.0	"EVA"	905.0	3	4	4	7	8	9	8	3	4	2	4	4	3	4	4	8	1	8	4	2	"6,7,15"
9004.0	9.0	10.0	"EVA"	905.0	8	3	1	2	2	7	6		5	7	6			6	6	5	1	7	3	1	"4,7"
9005.0	9.0	10.0	"EVA"	905.0	5	4	3	3	4	8	8	5	6	6	6	4	7	6	3	6	1	7	4	1	"2,13,15"
9006.0	9.0	10.0	"EVA"	905.0	7	6	5	4	7	7	7	4	7	4	6	3	9	6	3	5	0	7	6	1	"1,4"
9007.0	9.0	10.0	"EVA"	905.0	9	5	4	3	3	7	9	2	6	5	6	8	8	3	2	8	0	8	4	1	"4,15"
9008.0	9.0	10.0	"EVA"	905.0	9	5	6	3	3	6	8	3	5	8	3	4	9	7	3	5	0	9	8	1	"1,6,7"
9009.0	9.0	10.0	"EVA"	905.0	8	2	3	6	7	7	8	4	9	6	7	3	8	8	7	4	0	7	3	1	"1,2,3,4,5"
9010.0	9.0	10.0	"EVA"	905.0	6		7	3	6	8	6	1	7	8	8	3	6	7	6		0	7	5	1	"1,2,3,5,7"
9001.0	9.0	10.0	"EKRE"	906.0	1	10	9	9	9	10	10	1	10	10	6	0	1	10	9	0	0	7	5	1	"3"
9002.0	9.0	10.0	"EKRE"	906.0	3	10	10	10	10	10	10	2	10	10	3	0	4	10	10	0	0	8	5	1	"5,11"
9003.0	9.0	10.0	"EKRE"	906.0	2	7	8	5	6	7	6	3	8	9	5	0	4	9	8	0	1	8	4	2	"6,7,15"
9004.0	9.0	10.0	"EKRE"	906.0	0	10	10	2	7	9	1		10	10	6	0	0	10	9	0	1	7	3	1	"4,7"
9005.0	9.0	10.0	"EKRE"	906.0	5	8	9	8	7	8	9	3	7	8	5	0	4	10	6	9	1	7	4	1	"2,13,15"
9006.0	9.0	10.0	"EKRE"	906.0	6	10	8	5	9	9	8	2	10	9	4	0	3	10	9	1	0	7	6	1	"1,4"
9007.0	9.0	10.0	"EKRE"	906.0	2	10	10	1	9	8	9	5	10	10	9	0	0	10	10	0	0	8	4	1	"4,15"
9008.0	9.0	10.0	"EKRE"	906.0	7	9	8	8	8	8	9	1	8	9	3	2	2	8	8	2	0	9	8	1	"1,6,7"
9009.0	9.0	10.0	"EKRE"	906.0	4	8	9	9	10	10	10	1	10	4	4	1	3	10	10	0	0	7	3	1	"1,2,3,4,5"
9010.0	9.0	10.0	"EKRE"	906.0	3	9	9	10	9	10	9	1	9	9	5	1	2	10	9	1	0	7	5	1	"1,2,3,5,7"
9001.0	9.0	10.0	"Green"	907.0	7	3	6	2	3	8	7	3	6	3	3		7	2	2	7	0	7	5	1	"3"
9002.0	9.0	10.0	"Green"	907.0	9	2	10	2	2	8	8		10	5	5		7	2	2	10	0	8	5	1	"5,11"
9003.0	9.0	10.0	"Green"	907.0	5	4	6	6	6	6	4	7	7	4	4	5	7	2	5	6	1	8	4	2	"6,7,15"
9004.0	9.0	10.0	"Green"	907.0	10	2	2	1	1	8	8		5	1	1	9		0	0	10	1	7	3	1	"4,7"
9005.0	9.0	10.0	"Green"	907.0	6	4	3	1	4	3	4	4	6	2	3		7	2	2	3	1	7	4	1	"2,13,15"
9006.0	9.0	10.0	"Green"	907.0	6	8	6	2	6	8	8	2	8	2	2	4	5	2	2	9	0	7	6	1	"1,4"
9007.0	9.0	10.0	"Green"	907.0	4	6	7	5	4	9	9	2	6	6	5	9	7	2	2	6	0	8	4	1	"4,15"
9008.0	9.0	10.0	"Green"	907.0			5	3	4	4		5	5		4					8	0	9	8	1	"1,6,7"
9009.0	9.0	10.0	"Green"	907.0	9	5	2	1	2	1	7	2	10	3	4		8	1	1	9	0	7	3	1	"1,2,3,4,5"
9010.0	9.0	10.0	"Green"	907.0	7		1			8	8			3	3	6		2	2	9	0	7	5	1	"1,2,3,5,7"
10001.0	10.0	11.0	"KESK"	1001.0	3	8	3	8	8	5	3	5	4	8	8	2	7	8	10	1	1	6	2	4	"2,10,12,13"
10002.0	10.0	11.0	"KESK"	1001.0	6	5	5	5	7	4	3	5	3	5	7	6	7	4	5	3	0	7	4	1	"1,2,4"
10003.0	10.0	11.0	"KESK"	1001.0	6	8	2	7	6	2	2	8	4	8	4	5	4	8	4	2	0	7	3	1	"4,6,9,12,14"
10004.0	10.0	11.0	"KESK"	1001.0	8	4	1	3	4	3	3	7	5		7	7	8	5	7	2	0	5	2	7	"2,5,6,10"
10005.0	10.0	11.0	"KESK"	1001.0	6	8	5			4	4	7	6	7	7	5	3	7	7	2	1	6	8	1	"1,4,15"
10006.0	10.0	11.0	"KESK"	1001.0	8	6	4	5	5	6	6	7	5	6	6	6	9	7	7	4	0	9	3	1	"1,2,6,9"
10007.0	10.0	11.0	"KESK"	1001.0	6	7	4	3	5	3	2	7	3	6	6	6	4	4	5	4	0	8	3	1	"1,2,3,13,14"
10008.0	10.0	11.0	"KESK"	1001.0	3	5	2	3	3		3	5	5	6	6	5	3	3	6	2	0	5	4	1	"4"
10009.0	10.0	11.0	"KESK"	1001.0	4	6	4	6	5	5	4	7	4	5	5	5	5	4	6	3	0	5	2	1	"1"
10010.0	10.0	11.0	"KESK"	1001.0	6	6	4	5	5	6	4	5	5	6	6	6	6	4	6	3	0	7	6	1	"3,10,12"
10011.0	10.0	11.0	"KESK"	1001.0	2	6	4	6	4	5	3	5	8	7	7	3	5	6	7	1	0	9	8	4	"1,2,3,4,10,12,13"
10001.0	10.0	11.0	"PS"	1002.0	6	8	7	9	8	8	8	0	9	9	9	0	4	10	10	0	1	6	2	4	"2,10,12,13"
10002.0	10.0	11.0	"PS"	1002.0	5	6	8	10	10	9	8	2	8	8	6	1	2	8	7	2	0	7	4	1	"1,2,4"
10003.0	10.0	11.0	"PS"	1002.0	3	9	6	7	6	8	8	3	10	6	6	1	1	9	9	1	0	7	3	1	"4,6,9,12,14"
10004.0	10.0	11.0	"PS"	1002.0	6	9	9	8	10	9	9	3	7		3	0	0	10	9	0	0	5	2	7	"2,5,6,10"
10005.0	10.0	11.0	"PS"	1002.0	5	9	6		7	7	4	3	9	9	5	0	0	10	8	0	1	6	8	1	"1,4,15"
10006.0	10.0	11.0	"PS"	1002.0	7	8	9	9	9	9	10	3	10	10	4	0	2	10	10	0	0	9	3	1	"1,2,6,9"
10007.0	10.0	11.0	"PS"	1002.0	6	6	9	7	9	9	8	4	9	9	8	0	1	9	8	2	0	8	3	1	"1,2,3,13,14"
10008.0	10.0	11.0	"PS"	1002.0	3	6	4	6	5		6	2	7	5	5	0	1	9	9	0	0	5	4	1	"4"
10009.0	10.0	11.0	"PS"	1002.0	4	9	9	9	9	9	9	1	9	9	8	0	1	10	10	0	0	5	2	1	"1"
10010.0	10.0	11.0	"PS"	1002.0	5	7	7	8	8	8	8	2	8	9	7	1	2	8	8	1	0	7	6	1	"3,10,12"
10011.0	10.0	11.0	"PS"	1002.0	4	8	8	8	9	9	9	1	5	9	9	1	1	10	8	3	0	9	8	4	"1,2,3,4,10,12,13"
10001.0	10.0	11.0	"KOK"	1003.0	2	8	3	3	5	1	1	7	6	10	9	2	8	8	10	4	1	6	2	4	"2,10,12,13"
10002.0	10.0	11.0	"KOK"	1003.0	5	6	5	6	8	5	3	5	3	8	7	6	7	4	6	6	0	7	4	1	"1,2,4"
10003.0	10.0	11.0	"KOK"	1003.0	6	8	3	7	6	2	1	9	8	10	9	8	10	7	8	2	0	7	3	1	"4,6,9,12,14"
10004.0	10.0	11.0	"KOK"	1003.0	8	4	2	2	3	1	1	9	5		9	8	10	3	6	7	0	5	2	7	"2,5,6,10"
10005.0	10.0	11.0	"KOK"	1003.0	6	7	5			4	4	7	6	8	8	5	9	6	7	3	1	6	8	1	"1,4,15"
10006.0	10.0	11.0	"KOK"	1003.0	8	6	5	4	5	4	3	7	5	7	7	7	10	7	8	4	0	9	3	1	"1,2,6,9"
10007.0	10.0	11.0	"KOK"	1003.0	6	6	4	3	5	3	1	7	5	7	8	7	8	1	6	6	0	8	3	1	"1,2,3,13,14"
10008.0	10.0	11.0	"KOK"	1003.0	3	5	2	3	3		3	6	5	9	9	5	7	3	7	6	0	5	4	1	"4"
10009.0	10.0	11.0	"KOK"	1003.0	5	7	4	6	5	5	3	7	4	8	8	6	10	3	5	5	0	5	2	1	"1"
10010.0	10.0	11.0	"KOK"	1003.0	6	6	4	5	5	5	3	6	4	7	7	6	9	5	7	3	0	7	6	1	"3,10,12"
10011.0	10.0	11.0	"KOK"	1003.0	2	4	2	2	2	1	2	7	4	7	9	7	9	1	1	7	0	9	8	4	"1,2,3,4,10,12,13"
10001.0	10.0	11.0	"SDP"	1004.0	3	6	6	6	6	4	3	7	3	6	4	4	7	8	8	4	1	6	2	4	"2,10,12,13"
10002.0	10.0	11.0	"SDP"	1004.0	6	5	5	5	7	6	5	5	3	3	4	5	6	4	5	5	0	7	4	1	"1,2,4"
10003.0	10.0	11.0	"SDP"	1004.0	6	6	6	7	3	5	1	8	4	3	3	8	8	5	7	2	0	7	3	1	"4,6,9,12,14"
10004.0	10.0	11.0	"SDP"	1004.0	8	4	3	3	4	4	5	8	5		3	8	9	4	4	6	0	5	2	7	"2,5,6,10"
10005.0	10.0	11.0	"SDP"	1004.0	7	6	5			5	4	6	6	3	3	7	9	5	6	5	1	6	8	1	"1,4,15"
10006.0	10.0	11.0	"SDP"	1004.0	8	6	6	4	6	6	6	7	6	3	3	7	10	3	3	7	0	9	3	1	"1,2,6,9"
10007.0	10.0	11.0	"SDP"	1004.0	7	7	4	3	5	4	3	7	4	4	4	7	7	1	4	6	0	8	3	1	"1,2,3,13,14"
10008.0	10.0	11.0	"SDP"	1004.0	4	5	2	3	3		3	4	5	4	4	5	6	3	3	6	0	5	4	1	"4"
10009.0	10.0	11.0	"SDP"	1004.0	5	5	4	6	5	5	4	7	4	3	3	6	10	3	5	9	0	5	2	1	"1"
10010.0	10.0	11.0	"SDP"	1004.0	6	6	4	4	5	6	4	6	4	3	3	7	8	2	3	6	0	7	6	1	"3,10,12"
10011.0	10.0	11.0	"SDP"	1004.0	2	6	7	4	4	4	6	6	6	4	2	3	5	2	3	3	0	9	8	4	"1,2,3,4,10,12,13"
10001.0	10.0	11.0	"VIHR"	1005.0	8	4	6	1	5	6	5	8	4	6	5	9	8	0	0	10	1	6	2	4	"2,10,12,13"
10002.0	10.0	11.0	"VIHR"	1005.0	7	5	5	3	7	5	3	5	4	3	4	7	7	2	2	9	0	7	4	1	"1,2,4"
10003.0	10.0	11.0	"VIHR"	1005.0	8	8	8	2	1	8	8	3	4	4	3	9	10	1	1	8	0	7	3	1	"4,6,9,12,14"
10004.0	10.0	11.0	"VIHR"	1005.0	9	3	4	1	2	3	5	9	6		2	9	10	2	2	8	0	5	2	7	"2,5,6,10"
10005.0	10.0	11.0	"VIHR"	1005.0	8	6	5			6	3	4	6	3	3	10	9	1	5	10	1	6	8	1	"1,4,15"
10006.0	10.0	11.0	"VIHR"	1005.0	8	6	6	3	5	5	5	7	6	5	3	8	9	2	2	8	0	9	3	1	"1,2,6,9"
10007.0	10.0	11.0	"VIHR"	1005.0	7	6	4	3	4	4	2	7	6	4	5	9	7	1	3	9	0	8	3	1	"1,2,3,13,14"
10008.0	10.0	11.0	"VIHR"	1005.0	5	4	2	3	3		3	5	5	3	3	7	6	1	1	8	0	5	4	1	"4"
10009.0	10.0	11.0	"VIHR"	1005.0	7	3	4	2	3	3	3	7	4	3	3	10	10	0	2	10	0	5	2	1	"1"
10010.0	10.0	11.0	"VIHR"	1005.0	8	5	3	3	3	6	4	7	5	5	5	8	8	1	1	8	0	7	6	1	"3,10,12"
10011.0	10.0	11.0	"VIHR"	1005.0	6	4	8	2	3	3	1	7	6	4	3	9	9	0	1	9	0	9	8	4	"1,2,3,4,10,12,13"
10001.0	10.0	11.0	"VAS"	1006.0	6	8	7	1	6	7	8	7	6	2	2	9	7	1	0	10	1	6	2	4	"2,10,12,13"
10002.0	10.0	11.0	"VAS"	1006.0	6	5	4	3	7	5	3	5	4	2	3	6	6	3	3	9	0	7	4	1	"1,2,4"
10003.0	10.0	11.0	"VAS"	1006.0	8	5	8	3	1	8	8	2	1	1	2	9	3	1	1	9	0	7	3	1	"4,6,9,12,14"
10004.0	10.0	11.0	"VAS"	1006.0	8	5	3	4	3	4	6	5	6		1	6	5				0	5	2	7	"2,5,6,10"
10005.0	10.0	11.0	"VAS"	1006.0	8	6	5			6	3	4	6	2	2	10	8	1	5	10	1	6	8	1	"1,4,15"
10006.0	10.0	11.0	"VAS"	1006.0	8	6	7	4	6	7	7	7	6	2	2	9	4	2	1	9	0	9	3	1	"1,2,6,9"
10007.0	10.0	11.0	"VAS"	1006.0	7	7	5	3	4	4	3	8	4	2	2	7	5	3	3	7	0	8	3	1	"1,2,3,13,14"
10008.0	10.0	11.0	"VAS"	1006.0	5	5	2	3	3		4	5	5	2	2	7	5	1	1	8	0	5	4	1	"4"
10009.0	10.0	11.0	"VAS"	1006.0	7	4	5	4	3	3	4	6	4	2	2	10	8	1	2	10	0	5	2	1	"1"
10010.0	10.0	11.0	"VAS"	1006.0	7	5	4	4	4	6	5	6	6	2	2	8	6	1	1	8	0	7	6	1	"3,10,12"
10011.0	10.0	11.0	"VAS"	1006.0	4	6	7	5	4	4	6	1	6	2	2	6	5	1	5	7	0	9	8	4	"1,2,3,4,10,12,13"
10001.0	10.0	11.0	"KD"	1007.0		6	4			1	1		3	9	8	1	7	9	10	0	1	6	2	4	"2,10,12,13"
10002.0	10.0	11.0	"KD"	1007.0	6	5	7	7	7	5	3	5	3	8	6	6	4	4	7	2	0	7	4	1	"1,2,4"
10003.0	10.0	11.0	"KD"	1007.0	6	8	6	7	6	2	2	9	8	9	9	5	10	6	9	1	0	7	3	1	"4,6,9,12,14"
10004.0	10.0	11.0	"KD"	1007.0	7	5	4	5	5	5	3	7	5		6	5	5			1	0	5	2	7	"2,5,6,10"
