id,president,speech_type,sequence,paragraph_id,content,is_applause,word_count,char_count,sentence_count,reading_time_seconds
trump_sotu_02_090,Trump,SOTU,02,90,"Hi, Grace. [Laughter] Every birthday since she was 4, Grace asked her friends to donate to St. Jude's Children's Hospital.",0,20,122,3,6.0
trump_sotu_02_091,Trump,SOTU,02,91,"She did not know that one day she might be a patient herself. That's what happened. Last year, Grace was diagnosed with brain cancer.",0,24,133,3,7.2
trump_sotu_02_092,Trump,SOTU,02,92,"Immediately, she began radiation treatment. At the same time, she rallied her community and raised more than $40,000 for the fight against cancer.",0,23,146,2,6.9
trump_sotu_02_093,Trump,SOTU,02,93,"When Grace completed treatment last fall, her doctors and nurses cheered—they loved her; they still love her—with tears in their eyes as she hung up a poster that read: ""Last day of chemo."" Thank you very much, Grace. You are a great inspiration to everyone in this room. Thank you very much.",0,52,292,4,15.6
trump_sotu_02_094,Trump,SOTU,02,94,Many childhood cancers have not seen new therapies in decades. My budget will ask Congress for $500 million over the next 10 years to fund this critical lifesaving research.,0,29,173,2,8.7
trump_sotu_02_095,Trump,SOTU,02,95,"To help support working parents, the time has come to pass school choice for Americans' children.",0,16,97,1,4.8
trump_sotu_02_096,Trump,SOTU,02,96,I am also proud to be the first President to include in my budget a plan for nationwide paid family leave so that every new parent has the chance to bond with their newborn child. Audience member. Yes!,0,38,201,3,11.4
trump_sotu_02_097,Trump,SOTU,02,97,The President. There could be no greater contrast to the beautiful image of a mother holding her infant child than the chilling displays our Nation saw in recent days. Lawmakers in New York cheered with delight upon the passage of legislation that would allow a baby to be ripped from the mother's womb moments from birth.,0,56,322,3,16.8
trump_sotu_02_098,Trump,SOTU,02,98,"These are living, feeling, beautiful babies who will never get the chance to share their love and their dreams with the world. And then, we had the case of the Governor of Virginia where he stated he would execute a baby after birth.",0,43,233,2,12.9
trump_sotu_02_099,Trump,SOTU,02,99,"To defend the dignity of every person, I am asking Congress to pass legislation to prohibit the late-term abortion of children who can feel pain in the mother's womb. Let us work together to build a culture that cherishes innocent life. And let us reaffirm a fundamental truth: All children—born and unborn—are made in the holy image of God.",0,59,341,3,17.7
trump_sotu_02_100,Trump,SOTU,02,100,"The final part of my agenda is to protect American security. Over the last 2 years, we have begun to fully rebuild the United States military, with $700 billion last year and $716 billion this year.",0,36,198,2,10.8
trump_sotu_02_101,Trump,SOTU,02,101,We are also getting other nations to pay their fair share. Finally. [Applause ] Finally.,0,15,88,3,4.5
trump_sotu_02_102,Trump,SOTU,02,102,"For years, the United States was being treated very unfairly by friends of ours, members of NATO.",0,17,97,1,5.1
trump_sotu_02_103,Trump,SOTU,02,103,"But now we have secured, over the last couple of years, more than $100 billion of increase in defense spending from our NATO Allies. They said it couldn't be done. As part of our military buildup, the United States is developing a state-of- the-art missile defense system.",0,47,272,3,14.1
trump_sotu_02_104,Trump,SOTU,02,104,"Under my administration, we will never apologize for advancing America's interests.",0,11,83,1,3.3
trump_sotu_02_105,Trump,SOTU,02,105,"For example, decades ago, the United States entered into a treaty with Russia in which we agreed to limit and reduce our missile capability. While we followed the agreement and the rules to the letter, Russia repeatedly violated its terms. It's been going on for many years.",0,47,274,3,14.1
trump_sotu_02_106,Trump,SOTU,02,106,"That is why I announced that the United States is officially withdrawing from the Intermediate-Range Nuclear Forces Treaty, or INF Treaty. Perhaps— [applause ]—we really have no choice. Perhaps we can negotiate a different agreement, adding China and others, or perhaps we can't, in which case, we will outspend and outinnovate all others by far.",0,55,346,3,16.5
trump_sotu_02_107,Trump,SOTU,02,107,"As part of a bold new diplomacy, we continue our historic push for peace on the Korean Peninsula. Our hostages have come home, nuclear testing has stopped, and there has not been a missile launch in more than 15 months. If I had not been elected President of the United States, we would right now, in my opinion, be in a major war with North Korea.",0,66,348,3,19.8
trump_sotu_02_108,Trump,SOTU,02,108,"Much work remains to be done, but my relationship with Kim Jong Un is a good one. Chairman Kim and I will meet again on February 27 and 28 in Vietnam. Two weeks ago, the United States officially recognized the legitimate Government of Venezuela and its new President, Juan Guaidó.",0,50,280,3,15.0
trump_sotu_02_109,Trump,SOTU,02,109,"We stand with the Venezuelan people in their noble quest for freedom, and we condemn the brutality of the Maduro regime, whose socialist policies have turned that nation from being the wealthiest in South America into a state of abject poverty and despair. Here in the United States, we are alarmed by the new calls to adopt socialism in our country. Audience members.",0,63,368,3,18.9
trump_sotu_02_110,Trump,SOTU,02,110,"America was founded on liberty and independence and not Government coercion, domination, and control.",0,14,101,1,4.2
trump_sotu_02_111,Trump,SOTU,02,111,"We are born free, and we will stay free. Audience members. U.S.A.!",0,12,66,5,3.6
trump_sotu_02_112,Trump,SOTU,02,112,Tonight we renew our resolve that America will never be a socialist country. Audience members. U.S.A.!,0,16,102,5,4.8
trump_sotu_02_113,Trump,SOTU,02,113,"One of the most complex set of challenges we face, and have for many years, is in the Middle East. Our approach is based on principled realism, not discredited theories that have failed for decades to yield progress.",0,38,216,2,11.4
trump_sotu_02_114,Trump,SOTU,02,114,"For this reason, my administration recognized the true capital of Israel and proudly opened the American Embassy in Jerusalem. Our brave troops have now been fighting in the Middle East for almost 19 years. In Afghanistan and Iraq, nearly 7,000 American heroes have given their lives.",0,46,284,3,13.8
trump_sotu_02_115,Trump,SOTU,02,115,"More than 52,000 Americans have been badly wounded.",0,8,51,1,2.4
trump_sotu_02_116,Trump,SOTU,02,116,"We have spent more than $7 trillion in fighting wars in the Middle East. As a candidate for President, I loudly pledged a new approach. Great nations do not fight endless wars.",0,32,176,3,9.6
trump_sotu_02_117,Trump,SOTU,02,117,"When I took office, ISIS controlled more than 20,000 square miles in Iraq and Syria, just 2 years ago. Today, we have liberated virtually all of the territory from the grip of these bloodthirsty monsters. Now, as we work with our allies to destroy the remnants of ISIS, it is time to give our brave warriors in Syria a warm welcome home.",0,62,337,3,18.6
trump_sotu_02_118,Trump,SOTU,02,118,I have also accelerated our negotiations to reach—if possible—a political settlement in Afghanistan. The opposing side is also very happy to be negotiating. Our troops have fought with unmatched valor.,0,30,201,3,9.0
trump_sotu_02_119,Trump,SOTU,02,119,"And thanks to their bravery, we are now able to pursue a possible political solution to this long and bloody conflict. In Afghanistan, my administration is holding constructive talks with a number of Afghan groups, including the Taliban.",0,38,237,2,11.4
trump_sotu_02_120,Trump,SOTU,02,120,"As we make progress in these negotiations, we will be able to reduce our troop's presence and focus on counterterrorism. And we will indeed focus on counterterrorism. We do not know whether we'll achieve an agreement, but we do know that, after two decades of war, the hour has come to at least try for peace.",0,56,309,3,16.8
trump_sotu_02_121,Trump,SOTU,02,121,"And the other side would like to do the same thing. It's time. Above all, friend and foe alike must never doubt this Nation's power and will to defend our people.",0,31,162,3,9.3
trump_sotu_02_122,Trump,SOTU,02,122,"Eighteen years ago, violent terrorists attacked the USS Cole. And last month, American forces killed one of the leaders of that attack.",0,22,135,2,6.6
trump_sotu_02_123,Trump,SOTU,02,123,"We are honored to be joined tonight by Tom Wibberley, whose son, Navy Seaman Craig Wibberley, was one of the 17 sailors we tragically lost. Tom, we vow to always remember the heroes of the USS Cole. Thank you, Tom.",0,40,214,3,12.0
trump_sotu_02_124,Trump,SOTU,02,124,"My administration has acted decisively to confront the world's leading state sponsor of terror: the radical regime in Iran. It is a radical regime. They do bad, bad things.",0,29,172,3,8.7
trump_sotu_02_125,Trump,SOTU,02,125,"To ensure this corrupt dictatorship never acquires nuclear weapons, I withdrew the United States from the disastrous Iran nuclear deal. And last fall, we put in place the toughest sanctions ever imposed by us on a country.",0,37,222,2,11.1
trump_sotu_02_126,Trump,SOTU,02,126,"We will not avert our eyes from a regime that chants ""Death to America"" and threatens genocide against the Jewish people.",0,21,121,1,6.3
trump_sotu_02_127,Trump,SOTU,02,127,"We must never ignore the vile poison of anti-Semitism or those who spread its venomous creed. With one voice, we must confront this hatred anywhere and everywhere it occurs. Just months ago, 11 Jewish Americans were viciously murdered in an anti- Semitic attack on the Tree of Life synagogue in Pittsburgh.",0,51,306,3,15.3
